1 0.0311991 0.845526 
0.0311991 1 0.14748 
0.845526 0.14748 1 

1 0.0028124 0.845525 
0.0028124 1 0.0311991 
0.845525 0.0311991 1 

1 6.51298e-06 0.845538 
6.51298e-06 1 0.0028124 
0.845538 0.0028124 1 

1 0.000195431 0.845548 
0.000195431 1 6.51298e-06 
0.845548 6.51298e-06 1 

1 0.00574369 0.845536 
0.00574369 1 0.000195431 
0.845536 0.000195431 1 

1 0.0311894 0.84526 
0.0311894 1 0.00574369 
0.84526 0.00574369 1 

1 0.0935129 0.845736 
0.0935129 1 0.0311894 
0.845736 0.0311894 1 

1 0.207244 0.845153 
0.207244 1 0.0935129 
0.845153 0.0935129 1 

1 0.383054 0.843529 
0.383054 1 0.207244 
0.843529 0.207244 1 

1 0.61209 0.864967 
0.61209 1 0.383054 
0.864967 0.383054 1 

1 0.786258 0.931801 
0.786258 1 0.61209 
0.931801 0.61209 1 

1 0.981514 0.991924 
0.981514 1 0.997585 
0.991924 0.997585 1 

1 0.991924 0.997993 
0.991924 1 0.99784 
0.997993 0.99784 1 

1 0.931832 0.968823 
0.931832 1 0.990559 
0.968823 0.990559 1 

1 0.968823 0.997983 
0.968823 1 0.981514 
0.997983 0.981514 1 

1 0.99813 0.81181 
0.99813 1 0.786258 
0.81181 0.786258 1 

1 0.81181 0.912447 
0.81181 1 0.967731 
0.912447 0.967731 1 

1 0.912447 0.998139 
0.912447 1 0.931832 
0.998139 0.931832 1 

1 0.997975 0.997416 
0.997975 1 0.998647 
0.997416 0.998647 1 

1 0.997416 0.998413 
0.997416 1 0.99813 
0.998413 0.99813 1 

1 0.997016 0.998078 
0.997016 1 0.998139 
0.998078 0.998139 1 

1 0.997975 0.997016 
0.997975 1 0.998413 
0.997016 0.998413 1 

1 0.996502 0.997496 
0.996502 1 0.997983 
0.997496 0.997983 1 

1 0.997975 0.996502 
0.997975 1 0.998078 
0.996502 0.998078 1 

1 0.995885 0.996534 
0.995885 1 0.997993 
0.996534 0.997993 1 

1 0.997975 0.995885 
0.997975 1 0.997496 
0.995885 0.997496 1 

1 0.994839 0.994915 
0.994839 1 0.99784 
0.994915 0.99784 1 

1 0.997975 0.994839 
0.997975 1 0.996534 
0.994839 0.996534 1 

1 0.99209 0.99226 
0.99209 1 0.997585 
0.99226 0.997585 1 

1 0.996738 0.99209 
0.996738 1 0.994915 
0.99209 0.994915 1 

1 0.982676 0.983351 
0.982676 1 0.990559 
0.983351 0.990559 1 

1 0.991414 0.982676 
0.991414 1 0.99226 
0.982676 0.99226 1 

1 0.955135 0.94862 
0.955135 1 0.967731 
0.94862 0.967731 1 

1 0.973705 0.955135 
0.973705 1 0.983351 
0.955135 0.983351 1 

1 0.862888 0.831097 
0.862888 1 0.931801 
0.831097 0.931801 1 

1 0.915091 0.862888 
0.915091 1 0.94862 
0.862888 0.94862 1 

1 0.65657 0.528481 
0.65657 1 0.864967 
0.528481 0.864967 1 

1 0.845515 0.65657 
0.845515 1 0.831097 
0.65657 0.831097 1 

1 4.05795e+07 0.845494 
4.05795e+07 1 3.94567e+07 
0.845494 3.94567e+07 1 

1 0.845494 0.367775 
0.845494 1 0.528481 
0.367775 0.528481 1 

1 0.200902 0.109287 
0.200902 1 0.843529 
0.109287 0.843529 1 

1 4.17412e+07 0.845489 
4.17412e+07 1 4.05795e+07 
0.845489 4.05795e+07 1 

1 0.845489 0.200902 
0.845489 1 0.367775 
0.200902 0.367775 1 

1 0.845372 0.044307 
0.845372 1 0.109287 
0.044307 0.109287 1 

1 0.987142 0.951912 
0.987142 1 0.986781 
0.951912 0.986781 1 

1 0.901682 0.837539 
0.901682 1 0.986272 
0.837539 0.986272 1 

1 0.987432 0.901682 
0.987432 1 0.951912 
0.901682 0.951912 1 

1 0.770266 0.678155 
0.770266 1 0.979355 
0.678155 0.979355 1 

1 0.987657 0.770266 
0.987657 1 0.837539 
0.770266 0.837539 1 

1 0.98779 0.608433 
0.98779 1 0.678155 
0.608433 0.678155 1 

1 0.540899 0.409588 
0.540899 1 0.949153 
0.409588 0.949153 1 

1 0.987829 0.540899 
0.987829 1 0.608433 
0.540899 0.608433 1 

1 0.987802 0.355896 
0.987802 1 0.409588 
0.355896 0.409588 1 

1 0.987784 0.306686 
0.987784 1 0.355896 
0.306686 0.355896 1 

1 0.261914 0.152172 
0.261914 1 0.894666 
0.152172 0.894666 1 

1 0.987824 0.261914 
0.987824 1 0.306686 
0.261914 0.306686 1 

1 0.987851 0.127323 
0.987851 1 0.152172 
0.127323 0.152172 1 

1 0.987531 0.105127 
0.987531 1 0.127323 
0.105127 0.127323 1 

1 0.987071 0.0853242 
0.987071 1 0.105127 
0.0853242 0.105127 1 

1 0.0678399 0.0274434 
0.0678399 1 0.845519 
0.0274434 0.845519 1 

1 0.986626 0.0678399 
0.986626 1 0.0853242 
0.0678399 0.0853242 1 

1 0.986169 0.0211022 
0.986169 1 0.0274434 
0.0211022 0.0274434 1 

1 0.0150797 0.00252806 
0.0150797 1 0.044307 
0.00252806 0.044307 1 

1 0.981816 0.0150797 
0.981816 1 0.0211022 
0.0150797 0.0211022 1 

1 0.964734 0.00386379 
0.964734 1 0.00252806 
0.00386379 0.00252806 1 

1 0.00623436 0.0143425 
0.00623436 1 0.845153 
0.0143425 0.845153 1 

1 0.927299 0.00623436 
0.927299 1 0.00386379 
0.00623436 0.00386379 1 

1 0.846018 0.0278445 
0.846018 1 0.0143425 
0.0278445 0.0143425 1 

1 0.039086 0.0683375 
0.039086 1 0.845736 
0.0683375 0.845736 1 

1 0.845509 0.039086 
0.845509 1 0.0278445 
0.039086 0.0278445 1 

1 0.0916843 0.125506 
0.0916843 1 0.84526 
0.125506 0.84526 1 

1 0.845498 0.0916843 
0.845498 1 0.0683375 
0.0916843 0.0683375 1 

1 0.16401 0.195047 
0.16401 1 0.845536 
0.195047 0.845536 1 

1 0.845519 0.16401 
0.845519 1 0.125506 
0.16401 0.125506 1 

1 0.250929 0.272193 
0.250929 1 0.845548 
0.272193 0.845548 1 

1 0.84546 0.250929 
0.84546 1 0.195047 
0.250929 0.195047 1 

1 0.346603 0.352178 
0.346603 1 0.845538 
0.352178 0.845538 1 

1 0.845393 0.346603 
0.845393 1 0.272193 
0.346603 0.272193 1 

1 0.845393 0.445157 
0.845393 1 0.352178 
0.445157 0.352178 1 

1 0.434266 0.54128 
0.434266 1 0.845525 
0.54128 0.845525 1 

1 0.845462 0.434266 
0.845462 1 0.445157 
0.434266 0.445157 1 

1 0.523416 0.631094 
0.523416 1 0.845526 
0.631094 0.845526 1 

1 0.84551 0.523416 
0.84551 1 0.54128 
0.523416 0.54128 1 

1 0.605452 0.711765 
0.605452 1 0.845531 
0.711765 0.845531 1 

1 0.845533 0.605452 
0.845533 1 0.631094 
0.605452 0.631094 1 

1 0.677843 0.781428 
0.677843 1 0.845531 
0.781428 0.845531 1 

1 0.845541 0.677843 
0.845541 1 0.711765 
0.677843 0.711765 1 

1 0.739085 0.839142 
0.739085 1 0.845533 
0.839142 0.845533 1 

1 0.845542 0.739085 
0.845542 1 0.781428 
0.739085 0.781428 1 

1 0.788653 0.884778 
0.788653 1 0.845537 
0.884778 0.845537 1 

1 0.845541 0.788653 
0.845541 1 0.839142 
0.788653 0.839142 1 

1 0.826906 0.919214 
0.826906 1 0.845528 
0.919214 0.845528 1 

1 0.845539 0.826906 
0.845539 1 0.884778 
0.826906 0.884778 1 

1 0.855041 0.943604 
0.855041 1 0.845539 
0.943604 0.845539 1 

1 0.845538 0.855041 
0.845538 1 0.919214 
0.855041 0.919214 1 

1 0.874511 0.959763 
0.874511 1 0.845537 
0.959763 0.845537 1 

1 0.845538 0.874511 
0.845538 1 0.943604 
0.874511 0.943604 1 

1 0.887245 0.970939 
0.887245 1 0.84554 
0.970939 0.84554 1 

1 0.84554 0.887245 
0.84554 1 0.959763 
0.887245 0.959763 1 

1 0.916151 0.988137 
0.916151 1 0.908551 
0.988137 0.908551 1 

1 0.870964 0.916151 
0.870964 1 0.970939 
0.916151 0.970939 1 

1 0.954116 0.993417 
0.954116 1 0.955925 
0.993417 0.955925 1 

1 0.946375 0.954116 
0.946375 1 0.988137 
0.954116 0.988137 1 

1 0.975121 0.995803 
0.975121 1 0.978763 
0.995803 0.978763 1 

1 0.975826 0.975121 
0.975826 1 0.993417 
0.975121 0.993417 1 

1 0.997063 0.992522 
0.997063 1 0.994893 
0.992522 0.994893 1 

1 0.986327 0.997063 
0.986327 1 0.989669 
0.997063 0.989669 1 

1 0.988849 0.986327 
0.988849 1 0.995803 
0.986327 0.995803 1 

1 0.997797 0.995695 
0.997797 1 0.99742 
0.995695 0.99742 1 

1 0.994697 0.997797 
0.994697 1 0.992522 
0.997797 0.992522 1 

1 0.998243 0.997451 
0.998243 1 0.99866 
0.997451 0.99866 1 

1 0.997083 0.998243 
0.997083 1 0.995695 
0.998243 0.995695 1 

1 0.998539 0.998182 
0.998539 1 0.999275 
0.998182 0.999275 1 

1 0.998688 0.998539 
0.998688 1 0.997451 
0.998539 0.997451 1 

1 0.998745 0.998415 
0.998745 1 0.999487 
0.998415 0.999487 1 

1 0.999413 0.998745 
0.999413 1 0.998182 
0.998745 0.998182 1 

1 0.999413 0.998898 
0.999413 1 0.998415 
0.998898 0.998415 1 

1 0.999094 0.999756 
0.999094 1 0.999487 
0.999756 0.999487 1 

1 0.99926 0.999094 
0.99926 1 0.998898 
0.999094 0.998898 1 

1 0.999756 0.999654 
0.999756 1 0.999852 
0.999654 0.999852 1 

1 0.999654 0.99926 
0.999654 1 0.999852 
0.99926 0.999852 1 

1 16.8218 0.845543 
16.8218 1 26.8099 
0.845543 26.8099 1 

1 10.1398 0.845543 
10.1398 1 16.8218 
0.845543 16.8218 1 

1 5.83396 0.845543 
5.83396 1 10.1398 
0.845543 10.1398 1 

1 3.17871 0.845543 
3.17871 1 5.83396 
0.845543 5.83396 1 

1 1.62454 0.845543 
1.62454 1 3.17871 
0.845543 3.17871 1 

1 0.769767 0.845543 
0.769767 1 1.62454 
0.845543 1.62454 1 

1 0.333554 0.845543 
0.333554 1 0.769767 
0.845543 0.769767 1 

1 0.742913 0.845543 
0.742913 1 0.86315 
0.845543 0.86315 1 

1 0.517637 0.742913 
0.517637 1 0.86315 
0.742913 0.86315 1 

1 0.182474 0.346548 
0.182474 1 0.845543 
0.346548 0.845543 1 

1 0.346548 0.845543 
0.346548 1 0.517637 
0.845543 0.517637 1 

1 0.0285898 0.0881723 
0.0285898 1 0.845543 
0.0881723 0.845543 1 

1 0.0881723 0.845543 
0.0881723 1 0.182474 
0.845543 0.182474 1 

1 0.000320187 0.0063909 
0.000320187 1 0.845543 
0.0063909 0.845543 1 

1 0.0063909 0.845543 
0.0063909 1 0.0285898 
0.845543 0.0285898 1 

1 0.000862819 1.02551e-08 
0.000862819 1 0.845543 
1.02551e-08 0.845543 1 

1 1.02551e-08 0.845543 
1.02551e-08 1 0.000320187 
0.845543 0.000320187 1 

1 0.00824455 0.885651 
0.00824455 1 0.000862819 
0.885651 0.000862819 1 

1 0.885651 0.139346 
0.885651 1 0.333554 
0.139346 0.333554 1 

1 0.139346 0.0391791 
0.139346 1 0.845543 
0.0391791 0.845543 1 

1 0.0391791 0.885651 
0.0391791 1 0.00824455 
0.885651 0.00824455 1 

1 0.845543 0.727736 
0.845543 1 0.885651 
0.727736 0.885651 1 

1 0.727736 0.520446 
0.727736 1 0.885651 
0.520446 0.885651 1 

1 0.321017 0.182921 
0.321017 1 0.885651 
0.182921 0.885651 1 

1 0.845544 0.321017 
0.845544 1 0.520446 
0.321017 0.520446 1 

1 0.0766432 0.0222817 
0.0766432 1 0.845543 
0.0222817 0.845543 1 

1 0.845542 0.0766432 
0.845542 1 0.182921 
0.0766432 0.182921 1 

1 0.00315273 3.80444e-05 
0.00315273 1 0.845543 
3.80444e-05 0.845543 1 

1 0.84554 0.00315273 
0.84554 1 0.0222817 
0.00315273 0.0222817 1 

1 5.83293e-05 0.0046148 
5.83293e-05 1 0.845543 
0.0046148 0.845543 1 

1 0.845539 5.83293e-05 
0.845539 1 3.80444e-05 
5.83293e-05 3.80444e-05 1 

1 369741 0.845544 
369741 1 345848 
0.845544 345848 1 

1 395051 0.845545 
395051 1 369741 
0.845545 369741 1 

1 421846 0.845543 
421846 1 395051 
0.845543 395051 1 

1 450133 0.845542 
450133 1 421846 
0.845542 421846 1 

1 479982 0.845545 
479982 1 450133 
0.845545 450133 1 

1 511478 0.845543 
511478 1 479982 
0.845543 479982 1 

1 544712 0.845541 
544712 1 511478 
0.845541 511478 1 

1 579773 0.845536 
579773 1 544712 
0.845536 544712 1 

1 616741 0.845532 
616741 1 579773 
0.845532 579773 1 

1 655699 0.845531 
655699 1 616741 
0.845531 616741 1 

1 696733 0.84553 
696733 1 655699 
0.84553 655699 1 

1 739929 0.845529 
739929 1 696733 
0.845529 696733 1 

1 785379 0.845528 
785379 1 739929 
0.845528 739929 1 

1 833176 0.845526 
833176 1 785379 
0.845526 785379 1 

1 883415 0.845527 
883415 1 833176 
0.845527 833176 1 

1 936196 0.845522 
936196 1 883415 
0.845522 883415 1 

1 991620 0.845521 
991620 1 936196 
0.845521 936196 1 

1 1.04979e+06 0.845517 
1.04979e+06 1 991620 
0.845517 991620 1 

1 1.11081e+06 0.845518 
1.11081e+06 1 1.04979e+06 
